perfil_key,nacionalidade,genero,idade,escolaridade,renda_familiar,viajando_sozinho,motivo_da_viagem,quantidade_de_viagens_nos_ultimos_12_meses,ja_embarcou_desembarcou_antes_no_aeroporto,possui_deficiencia,utiliza_recurso_assistivo,solicitou_assistencia_especial
165,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 1 e 2 s.m,Sim,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
166,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 1 e 2 s.m,Sim,Outros - Mudança,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
167,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 1 e 2 s.m,Sim,Outros - Mudança,2 a 3,Não,Nenhuma,Não informado,Não informado
168,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 1 e 2 s.m,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
169,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 1 e 2 s.m,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
170,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 1 e 2 s.m,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
171,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 1 e 2 s.m,Sim,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
172,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 1 e 2 s.m,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
173,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 1 e 2 s.m,Sim,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
174,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 1 e 2 s.m,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
175,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
176,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
177,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
178,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
179,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
180,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
181,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
182,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
183,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
184,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Trabalho,6 a 10,Não,Nenhuma,Não informado,Não informado
185,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Não,Visto,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
186,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Estudos/Congressos/Seminários/Palestras,2 a 3,Sim,Nenhuma,Não informado,Não informado
187,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
188,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
189,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
190,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
191,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
192,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
193,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
194,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
195,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
196,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
197,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
198,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
199,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
200,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 SM,Sim,Voltando pra casa depois de retiro de yôga,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
201,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
202,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
203,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
204,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
205,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
206,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Não,Outros - Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
207,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Não,Outros - Familiar / Família,4 a 5,Não,Nenhuma,Não informado,Não informado
208,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Não,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
209,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
210,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
211,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
212,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
213,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
214,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
215,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
216,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
217,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
218,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
219,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Não,Nenhuma,Não informado,Não informado
220,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Sim,Nenhuma,Não informado,Não informado
221,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,4 a 5,Não,Nenhuma,Não informado,Não informado
222,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
223,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Não,Nenhuma,Não informado,Não informado
224,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
225,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
226,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
227,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
228,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
229,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
230,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Familiar / Família,mais de 11,Sim,Nenhuma,Não informado,Não informado
231,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Outros - Mudança,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
232,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
233,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
234,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 10 e 20 s.m,Sim,Trabalho,mais de 11,Sim,Nenhuma,Não informado,Não informado
235,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Estudos/Congressos/Seminários/Palestras,4 a 5,Não,Nenhuma,Não informado,Não informado
236,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
237,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
238,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
239,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Funeral / Óbito,2 a 3,Não,Nenhuma,Não informado,Não informado
240,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
241,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
242,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
243,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
244,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
245,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
246,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Lazer,mais de 11,Sim,Nenhuma,Não informado,Não informado
247,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Saúde/Tratamento/Consulta/Exames,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
248,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Saúde/Tratamento/Consulta/Exames,4 a 5,Sim,Nenhuma,Não informado,Não informado
249,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
250,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Estava de férias agora retornando pra casa,4 a 5,Sim,Nenhuma,Não informado,Não informado
251,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
252,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Estudos/Congressos/Seminários/Palestras,2 a 3,Sim,Nenhuma,Não informado,Não informado
253,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Estudos/Congressos/Seminários/Palestras,4 a 5,Não,Nenhuma,Não informado,Não informado
254,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Estudos/Congressos/Seminários/Palestras,4 a 5,Sim,Nenhuma,Não informado,Não informado
255,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Estudos/Congressos/Seminários/Palestras,6 a 10,Sim,Nenhuma,Não informado,Não informado
256,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Familiar / Família,1 - primeira viagem,Não informado,Deficiência Auditiva / Surdez,Não informado,Não quis
257,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
258,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Familiar / Família,2 a 3,Não,Nenhuma,Não informado,Não informado
259,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
260,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Familiar / Família,4 a 5,Não,Nenhuma,Não informado,Não informado
261,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Familiar / Família,4 a 5,Sim,Deficiência Física / Motora,Nenhum,Não quis
262,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Familiar / Família,4 a 5,Sim,Nenhuma,Não informado,Não informado
263,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
264,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
265,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
266,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
267,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
268,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
269,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
270,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Lazer,6 a 10,Sim,Nenhuma,Não informado,Não informado
271,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Lazer e Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
272,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Mudança,2 a 3,Não,Nenhuma,Não informado,Não informado
273,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Mudança,6 a 10,Não,Nenhuma,Não informado,Não informado
274,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Saúde/Tratamento/Consulta/Exames,2 a 3,Não,Nenhuma,Não informado,Não informado
275,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
276,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
277,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Trabalho,2 a 3,Sim,Nenhuma,Não informado,Não informado
278,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Trabalho,4 a 5,Não,Nenhuma,Não informado,Não informado
279,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
280,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,Trabalho,mais de 11,Não,Nenhuma,Não informado,Não informado
281,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 SM,Sim,viajei a saúde (consulta médica) agora estou retornando pra casa,2 a 3,Sim,Nenhuma,Não informado,Não informado
282,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
283,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
284,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
285,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
286,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Lazer,4 a 5,Sim,Nenhuma,Não informado,Não informado
287,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Lazer,6 a 10,Não,Nenhuma,Não informado,Não informado
288,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Outros - Estudos/Congressos/Seminários/Palestras,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
289,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Outros - Estudos/Congressos/Seminários/Palestras,2 a 3,Não,Nenhuma,Não informado,Não informado
290,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Outros - Familiar / Família,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
291,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Outros - Familiar / Família,2 a 3,Sim,Nenhuma,Não informado,Não informado
292,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Outros - Familiar / Família,6 a 10,Não,Nenhuma,Não informado,Não informado
293,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Outros - Familiar / Família,6 a 10,Sim,Nenhuma,Não informado,Não informado
294,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Outros - Jurídico / Embaixada,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
295,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Outros - Mudança,2 a 3,Não,Nenhuma,Não informado,Não informado
296,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Trabalho,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
297,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Trabalho,2 a 3,Não,Nenhuma,Não informado,Não informado
298,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Trabalho,4 a 5,Sim,Nenhuma,Não informado,Não informado
299,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Não,Trabalho,6 a 10,Sim,Nenhuma,Não informado,Não informado
300,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Sim,Lazer,1 - primeira viagem,Não informado,Nenhuma,Não informado,Não informado
301,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Sim,Lazer,2 a 3,Não,Nenhuma,Não informado,Não informado
302,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Sim,Lazer,2 a 3,Sim,Nenhuma,Não informado,Não informado
303,Brasileira,Feminino,18 a 25 anos,Ensino médio,Entre 2 e 4 s.m,Sim,Lazer,4 a 5,Não,Nenhuma,Não informado,Não informado
